Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,IncomePerPerson,PitchEffectiveness,FamilySize,IsFrequentTraveller,ProdTaken
26.0,1,3,10.0,3,1,2,4.0,1,3.0,2,2.0,1,2,1,1.0,2,20828.0,10414.0,8.0,3.0,0,1
26.0,0,1,12.0,2,1,3,2.0,1,5.0,1,3.0,0,5,1,2.0,2,22678.0,7559.33,10.0,5.0,0,0
42.0,1,1,12.0,3,1,3,2.0,0,3.0,0,4.0,1,1,1,2.0,1,20805.0,6935.0,2.0,5.0,1,0
27.0,0,3,8.0,2,1,2,5.0,1,3.0,2,4.0,0,4,1,1.0,2,20071.0,10035.5,20.0,3.0,1,0
54.0,0,1,17.0,3,0,2,3.0,4,3.0,1,4.0,0,3,1,0.0,0,31032.0,15516.0,9.0,2.0,1,0
38.0,0,1,7.0,3,0,2,4.0,3,3.0,1,4.0,1,3,0,1.0,3,32281.0,16140.5,12.0,3.0,1,0
22.0,1,1,17.0,3,0,2,3.0,0,4.0,1,2.0,0,1,1,1.0,1,17244.0,8622.0,3.0,3.0,0,0
47.0,1,1,11.0,2,1,2,3.0,2,3.0,1,5.0,0,1,1,0.0,4,33300.0,16650.0,3.0,2.0,1,0
48.0,1,1,6.0,2,0,2,4.0,4,5.0,0,1.0,0,4,0,1.0,0,30402.0,15201.0,16.0,3.0,0,0
20.0,0,1,17.0,3,0,4,5.0,0,4.0,2,3.0,1,5,1,2.0,1,20537.0,5134.25,25.0,6.0,0,1
19.0,1,2,8.0,1,1,2,4.0,0,3.0,2,2.0,0,3,1,1.0,1,17564.0,8782.0,12.0,3.0,0,1
27.0,0,1,9.0,3,1,2,3.0,0,3.0,1,2.0,0,1,0,0.0,1,16706.0,8353.0,3.0,2.0,0,0
34.0,0,1,22.0,1,1,2,5.0,0,5.0,1,2.0,1,3,1,0.0,1,17307.0,8653.5,15.0,2.0,0,1
24.0,1,1,7.0,2,1,3,4.0,0,3.0,0,3.0,0,4,0,2.0,1,19901.0,6633.67,16.0,5.0,0,0
41.0,0,1,7.0,2,1,4,5.0,4,4.0,0,3.0,0,2,1,3.0,0,32181.0,8045.25,10.0,7.0,0,0
28.0,0,1,31.0,2,1,4,5.0,0,3.0,2,3.0,1,3,1,2.0,1,21212.0,5303.0,15.0,6.0,0,1
20.0,1,3,29.0,3,1,3,4.0,0,3.0,2,3.0,1,1,1,1.0,1,20353.0,6784.33,4.0,4.0,0,1
50.0,1,1,10.0,2,1,3,3.0,2,4.0,1,4.0,0,5,0,1.0,4,34144.0,11381.33,15.0,4.0,1,0
29.0,1,1,16.0,3,1,4,4.0,0,3.0,1,3.0,0,1,1,1.0,1,20748.0,5187.0,4.0,5.0,0,0
51.0,0,3,7.0,2,1,3,4.0,1,3.0,2,5.0,1,2,0,1.0,2,23406.0,7802.0,8.0,4.0,1,1
50.0,1,1,13.0,3,0,2,4.0,2,3.0,1,6.0,1,4,1,1.0,4,33740.0,16870.0,16.0,3.0,1,0
59.0,1,1,9.0,2,1,3,4.0,0,3.0,0,4.0,0,3,0,1.0,1,17177.0,5725.67,12.0,4.0,1,0
37.0,0,1,10.0,3,1,2,4.0,0,4.0,2,6.0,0,4,1,1.0,1,20766.0,10383.0,16.0,3.0,1,0
33.0,0,1,31.0,2,1,4,4.0,1,3.0,0,3.0,0,4,1,1.0,2,23987.0,5996.75,16.0,5.0,0,0
21.0,1,3,16.0,2,1,3,4.0,0,5.0,2,3.0,0,1,0,2.0,1,21406.0,7135.33,4.0,5.0,0,0
35.0,0,1,17.0,3,1,3,4.0,3,5.0,0,3.0,1,5,1,1.0,3,24884.0,8294.67,20.0,4.0,0,0
20.0,0,1,12.0,2,0,3,4.0,0,3.0,2,2.0,1,2,1,1.0,1,17926.0,5975.33,8.0,4.0,0,1
48.0,1,3,9.0,3,0,3,4.0,1,3.0,1,2.0,1,1,1,2.0,2,23215.0,7738.33,4.0,5.0,0,0
60.0,0,3,7.0,2,0,3,5.0,1,3.0,2,2.0,0,5,1,1.0,2,24151.0,8050.33,25.0,4.0,0,0
35.0,0,3,11.0,3,0,4,4.0,1,3.0,0,2.0,0,2,1,1.0,2,25216.0,6304.0,8.0,5.0,0,0
29.0,1,1,29.0,2,1,2,1.0,0,3.0,1,2.0,0,1,1,1.0,1,17700.0,8850.0,1.0,3.0,0,0
39.0,0,1,19.0,2,1,2,5.0,1,5.0,1,4.0,0,5,1,1.0,2,24966.0,12483.0,25.0,3.0,1,0
27.0,1,3,17.0,3,1,3,4.0,1,3.0,2,3.0,0,1,0,1.0,2,23362.0,7787.33,4.0,4.0,0,0
23.0,0,3,7.0,2,0,2,3.0,0,4.0,2,2.0,1,5,1,1.0,1,16223.0,8111.5,15.0,3.0,0,1
32.0,0,1,6.0,2,0,3,4.0,0,4.0,1,7.0,0,3,0,2.0,1,17332.0,5777.33,12.0,5.0,1,0
32.0,0,3,9.0,2,1,3,4.0,1,5.0,2,2.0,0,1,0,1.0,2,24010.0,8003.33,4.0,4.0,0,0
43.0,0,3,33.0,3,0,4,4.0,4,4.0,1,7.0,0,3,1,2.0,0,32203.0,8050.75,12.0,6.0,1,0
35.0,1,3,28.0,2,1,4,3.0,1,3.0,2,3.0,0,3,1,1.0,2,24015.0,6003.75,9.0,5.0,0,0
38.0,1,1,10.0,2,1,3,4.0,3,3.0,1,3.0,0,1,1,1.0,3,28112.0,9370.67,4.0,4.0,0,0
34.0,1,1,16.0,3,1,3,4.0,0,3.0,0,2.0,0,2,1,1.0,1,21459.0,7153.0,8.0,4.0,0,0
34.0,1,1,12.0,3,1,2,3.0,0,5.0,2,3.0,0,2,1,1.0,1,17960.0,8980.0,6.0,3.0,0,1
26.0,1,1,22.0,3,1,2,3.0,0,4.0,1,3.0,1,2,1,1.0,1,17373.0,8686.5,6.0,3.0,0,1
27.0,0,1,30.0,2,1,3,4.0,0,3.0,2,2.0,1,3,1,1.0,1,17534.0,5844.67,12.0,4.0,0,1
53.0,1,3,6.0,3,0,2,3.0,1,5.0,2,1.0,0,1,1,1.0,2,23381.0,11690.5,3.0,3.0,0,0
45.0,1,1,6.0,3,0,3,3.0,0,3.0,1,4.0,0,5,1,0.0,1,17270.0,5756.67,15.0,3.0,1,0
22.0,1,1,7.0,1,0,4,5.0,0,4.0,2,3.0,1,5,1,2.0,1,20748.0,5187.0,25.0,6.0,0,0
22.0,1,1,25.0,2,0,4,4.0,0,3.0,2,3.0,0,3,1,2.0,1,21371.0,5342.75,12.0,6.0,0,1
33.0,1,3,14.0,2,1,4,5.0,1,3.0,0,3.0,0,3,1,3.0,2,24162.0,6040.5,15.0,7.0,0,0
52.0,1,3,9.0,3,1,2,4.0,4,5.0,0,2.0,0,5,1,0.0,0,31856.0,15928.0,20.0,2.0,0,0
58.0,1,1,7.0,3,1,3,4.0,1,3.0,1,4.0,0,3,0,2.0,2,25433.0,8477.67,12.0,5.0,1,0
37.0,1,1,7.0,2,0,3,4.0,1,4.0,1,2.0,0,5,1,2.0,2,23906.0,7968.67,20.0,5.0,0,0
42.0,0,1,25.0,3,1,2,2.0,0,3.0,1,7.0,1,3,1,1.0,1,17759.0,8879.5,6.0,3.0,1,1
26.0,1,3,12.0,3,1,3,5.0,1,3.0,2,3.0,1,3,1,1.0,2,24422.0,8140.67,15.0,4.0,0,1
45.0,0,1,13.0,2,1,3,2.0,1,3.0,0,5.0,0,2,0,2.0,2,21434.0,7144.67,4.0,5.0,1,0
35.0,0,1,8.0,2,0,3,3.0,1,5.0,1,3.0,0,4,1,2.0,2,20093.0,6697.67,12.0,5.0,0,0
38.0,1,1,24.0,3,1,2,5.0,1,3.0,1,4.0,1,5,0,1.0,2,20811.0,10405.5,25.0,3.0,1,0
29.0,0,3,26.0,1,0,2,3.0,0,3.0,0,2.0,0,3,0,1.0,1,17157.0,8578.5,9.0,3.0,0,0
39.0,1,1,22.0,2,1,4,5.0,3,3.0,1,2.0,1,5,1,3.0,3,30188.0,7547.0,25.0,7.0,0,0
38.0,0,1,18.0,2,1,1,4.0,1,5.0,1,3.0,0,5,1,0.0,2,21288.0,21288.0,20.0,1.0,0,0
35.0,1,3,7.0,3,1,3,4.0,3,3.0,2,3.0,0,5,1,1.0,3,28566.0,9522.0,20.0,4.0,0,0
39.0,0,2,9.0,2,1,4,4.0,0,4.0,1,7.0,0,3,1,3.0,1,21270.0,5317.5,12.0,7.0,1,0
27.0,1,1,12.0,2,1,2,4.0,0,3.0,1,2.0,0,1,1,1.0,1,17539.0,8769.5,4.0,3.0,0,0
53.0,1,1,9.0,2,0,3,5.0,0,3.0,2,2.0,0,3,1,1.0,1,21890.0,7296.67,15.0,4.0,0,0
27.0,1,1,17.0,2,1,3,3.0,0,5.0,0,1.0,0,5,1,2.0,1,17099.0,5699.67,15.0,5.0,0,0
39.0,1,1,7.0,1,0,4,4.0,3,5.0,1,3.0,0,4,1,2.0,3,32260.0,8065.0,16.0,6.0,0,0
31.0,1,3,12.0,3,0,2,5.0,1,3.0,1,3.0,0,2,0,1.0,2,24796.0,12398.0,10.0,3.0,0,0
47.0,1,1,8.0,3,0,3,3.0,1,3.0,1,6.0,0,2,0,1.0,2,20070.0,6690.0,6.0,4.0,1,0
50.0,0,1,8.0,2,1,3,3.0,4,5.0,1,2.0,0,5,1,2.0,0,32924.0,10974.67,15.0,5.0,0,0
35.0,1,1,6.0,2,0,3,5.0,0,3.0,1,2.0,0,3,0,1.0,1,17977.0,5992.33,15.0,4.0,0,0
32.0,1,3,10.0,3,1,2,5.0,3,3.0,0,2.0,0,2,1,1.0,3,25400.0,12700.0,10.0,3.0,0,1
40.0,1,1,12.0,2,0,3,3.0,4,3.0,2,1.0,0,5,1,0.0,0,28237.0,9412.33,15.0,3.0,0,0
23.0,1,1,10.0,3,1,2,1.0,0,5.0,1,3.0,0,4,0,1.0,1,17819.0,8909.5,4.0,3.0,0,0
31.0,0,3,13.0,3,0,3,3.0,3,5.0,1,3.0,0,1,1,2.0,3,24637.0,8212.33,3.0,5.0,0,0
39.0,1,1,10.0,1,0,3,4.0,1,3.0,2,5.0,1,5,1,1.0,2,22995.0,7665.0,20.0,4.0,1,0
32.0,1,1,8.0,3,1,2,3.0,1,4.0,1,1.0,0,4,0,1.0,2,20470.0,10235.0,12.0,3.0,0,0
43.0,0,1,33.0,2,0,2,3.0,3,5.0,0,1.0,0,4,0,0.0,3,25820.0,12910.0,12.0,2.0,0,0
27.0,1,1,13.0,2,0,4,4.0,0,3.0,0,3.0,1,2,0,1.0,1,21337.0,5334.25,8.0,5.0,0,0
33.0,1,3,20.0,2,1,4,4.0,1,3.0,1,4.0,0,1,0,3.0,2,23081.0,5770.25,4.0,7.0,1,0
35.0,1,1,7.0,2,1,3,5.0,0,3.0,1,3.0,1,1,1,2.0,1,22300.0,7433.33,5.0,5.0,0,0
31.0,1,2,16.0,2,1,3,4.0,1,3.0,1,2.0,1,3,1,2.0,2,25025.0,8341.67,12.0,5.0,0,0
32.0,1,3,14.0,2,1,3,5.0,3,3.0,1,2.0,0,3,1,1.0,3,30235.0,10078.33,15.0,4.0,0,0
32.0,1,1,31.0,2,1,2,3.0,0,3.0,2,2.0,1,5,1,0.0,1,17795.0,8897.5,15.0,2.0,0,1
35.0,1,1,13.0,2,1,3,3.0,0,4.0,2,2.0,1,3,1,1.0,1,20363.0,6787.67,9.0,4.0,0,1
35.0,1,1,16.0,3,0,3,5.0,3,4.0,2,3.0,0,1,1,1.0,3,27299.0,9099.67,5.0,4.0,0,0
19.0,0,1,21.0,3,0,3,4.0,0,3.0,2,3.0,0,5,1,1.0,1,20192.0,6730.67,20.0,4.0,0,0
27.0,1,1,6.0,2,0,3,3.0,3,5.0,1,2.0,0,4,0,2.0,3,22412.0,7470.67,12.0,5.0,0,0
31.0,0,1,16.0,3,0,2,3.0,3,3.0,1,5.0,0,1,1,1.0,3,26031.0,13015.5,3.0,3.0,1,0
34.0,1,1,25.0,3,1,3,3.0,0,3.0,1,1.0,0,3,0,2.0,1,17661.0,5887.0,9.0,5.0,0,0
38.0,1,2,15.0,2,1,3,4.0,1,4.0,1,4.0,0,3,1,2.0,2,22749.0,7583.0,12.0,5.0,1,0
27.0,1,2,27.0,3,0,4,4.0,0,4.0,1,2.0,1,3,0,2.0,1,20826.0,5206.5,12.0,6.0,0,1
42.0,0,3,18.0,2,1,2,3.0,4,5.0,2,1.0,1,5,1,1.0,0,28758.0,14379.0,15.0,3.0,0,1
36.0,0,1,10.0,2,0,3,3.0,1,4.0,1,1.0,0,3,1,1.0,2,20131.0,6710.33,9.0,4.0,0,0
38.0,0,1,16.0,3,1,3,4.0,0,3.0,1,3.0,1,1,0,2.0,1,21004.0,7001.33,4.0,5.0,0,0
33.0,0,3,23.0,2,1,2,3.0,4,3.0,2,2.0,0,3,1,0.0,0,32444.0,16222.0,9.0,2.0,0,0
31.0,0,3,6.0,2,0,2,3.0,0,4.0,2,2.0,1,5,1,1.0,1,17302.0,8651.0,15.0,3.0,0,1
47.0,0,3,15.0,2,1,2,5.0,4,3.0,1,1.0,0,5,1,1.0,0,27936.0,13968.0,25.0,3.0,0,1
39.0,1,1,15.0,3,1,2,3.0,1,5.0,1,2.0,0,4,1,0.0,2,20151.0,10075.5,12.0,2.0,0,0
48.0,1,3,8.0,3,1,2,4.0,1,4.0,2,1.0,1,1,1,0.0,2,22898.0,11449.0,4.0,2.0,0,1
43.0,1,1,7.0,2,0,3,5.0,1,3.0,1,2.0,1,3,0,1.0,2,24740.0,8246.67,15.0,4.0,0,0
37.0,1,1,16.0,2,0,2,3.0,0,5.0,1,1.0,1,3,1,0.0,1,17782.0,8891.0,9.0,2.0,0,0
41.0,0,1,16.0,2,1,4,5.0,1,3.0,1,2.0,0,5,0,2.0,2,23554.0,5888.5,25.0,6.0,0,0
33.0,1,1,8.0,2,0,2,3.0,0,5.0,0,1.0,0,3,1,0.0,1,17707.0,8853.5,9.0,2.0,0,1
27.0,1,1,10.0,3,1,3,2.0,0,3.0,0,3.0,0,5,1,2.0,1,23098.0,7699.33,10.0,5.0,0,0
36.0,1,1,7.0,3,1,4,5.0,0,5.0,2,3.0,0,1,0,3.0,1,21128.0,5282.0,5.0,7.0,0,0
57.0,0,3,13.0,2,0,3,2.0,4,5.0,1,2.0,0,3,1,1.0,0,31890.0,10630.0,6.0,4.0,0,0
38.0,1,1,17.0,3,0,4,4.0,0,4.0,1,3.0,0,1,1,1.0,1,22614.0,5653.5,4.0,5.0,0,0
28.0,0,2,6.0,2,1,2,3.0,0,3.0,1,2.0,0,4,0,1.0,1,17706.0,8853.0,12.0,3.0,0,0
46.0,1,1,15.0,2,1,4,4.0,1,3.0,1,2.0,0,3,1,1.0,2,22375.0,5593.75,12.0,5.0,0,0
33.0,0,3,18.0,2,1,3,3.0,1,3.0,0,2.0,0,3,1,2.0,2,23385.0,7795.0,9.0,5.0,0,1
45.0,0,1,6.0,3,1,2,3.0,1,3.0,2,5.0,0,1,1,1.0,2,20399.0,10199.5,3.0,3.0,1,0
22.0,1,3,12.0,3,1,3,4.0,0,5.0,2,3.0,1,1,1,1.0,1,21058.0,7019.33,4.0,4.0,0,0
54.0,1,2,25.0,3,1,2,3.0,3,4.0,1,3.0,0,3,1,1.0,3,25725.0,12862.5,9.0,3.0,0,0
50.0,1,1,14.0,2,1,3,5.0,3,3.0,2,2.0,0,1,1,1.0,3,29643.0,9881.0,5.0,4.0,0,0
32.0,0,1,11.0,1,1,3,3.0,0,4.0,2,3.0,0,3,1,1.0,1,17718.0,5906.0,9.0,4.0,0,0
31.0,1,1,15.0,2,0,4,2.0,3,5.0,1,2.0,1,1,0,3.0,3,30094.0,7523.5,2.0,7.0,0,0
37.0,1,1,13.0,2,1,3,6.0,0,3.0,1,3.0,0,2,0,1.0,1,21419.0,7139.67,12.0,4.0,0,0
59.0,1,1,12.0,1,0,3,5.0,3,4.0,1,4.0,1,5,1,2.0,3,29230.0,9743.33,25.0,5.0,1,0
28.0,1,3,15.0,2,1,3,3.0,1,3.0,2,2.0,0,3,1,0.0,2,20253.0,6751.0,9.0,3.0,0,0
39.0,1,1,16.0,3,1,2,3.0,4,5.0,0,2.0,1,3,1,1.0,0,32068.0,16034.0,9.0,3.0,0,0
26.0,0,1,6.0,3,0,3,4.0,0,3.0,1,2.0,0,2,1,0.0,1,17007.0,5669.0,8.0,3.0,0,0
31.0,0,3,8.0,2,0,2,4.0,0,3.0,2,1.0,0,5,0,1.0,1,17785.0,8892.5,20.0,3.0,0,1
37.0,1,3,16.0,2,1,3,5.0,0,5.0,2,2.0,0,1,0,1.0,1,22085.0,7361.67,5.0,4.0,0,1
33.0,1,1,14.0,2,1,2,1.0,0,5.0,1,7.0,0,3,1,1.0,1,18143.0,9071.5,3.0,3.0,1,0
22.0,1,1,12.0,3,1,3,3.0,0,3.0,1,1.0,0,1,1,1.0,1,17773.0,5924.33,3.0,4.0,0,0
32.0,1,1,11.0,2,0,2,1.0,0,3.0,1,4.0,0,5,1,1.0,1,18312.0,9156.0,5.0,3.0,1,0
59.0,0,1,9.0,2,1,3,5.0,0,3.0,1,2.0,1,1,1,1.0,1,21058.0,7019.33,5.0,4.0,0,1
34.0,1,3,12.0,3,0,3,4.0,0,3.0,2,3.0,1,1,0,2.0,1,21529.0,7176.33,4.0,5.0,0,1
27.0,1,1,22.0,1,0,2,3.0,0,4.0,0,1.0,0,2,1,0.0,1,17811.0,8905.5,6.0,2.0,0,0
30.0,1,3,21.0,3,1,3,4.0,3,5.0,1,3.0,0,1,0,2.0,3,22140.0,7380.0,4.0,5.0,0,0
30.0,1,1,34.0,3,0,3,3.0,1,3.0,1,2.0,0,3,1,2.0,2,20775.0,6925.0,9.0,5.0,0,0
56.0,0,3,12.0,2,0,2,2.0,4,5.0,0,1.0,0,3,1,0.0,0,28212.0,14106.0,6.0,2.0,0,0
54.0,1,3,9.0,3,1,3,4.0,4,3.0,1,8.0,0,3,1,1.0,0,33530.0,11176.67,12.0,4.0,1,0
43.0,0,1,23.0,1,1,2,4.0,0,3.0,1,1.0,1,5,1,1.0,1,17437.0,8718.5,20.0,3.0,0,1
37.0,1,1,13.0,2,0,3,2.0,0,3.0,1,5.0,0,1,0,1.0,1,21716.0,7238.67,2.0,4.0,1,0
39.0,0,1,15.0,3,0,3,5.0,1,4.0,1,3.0,1,1,1,1.0,2,20811.0,6937.0,5.0,4.0,0,0
31.0,1,1,8.0,2,1,2,3.0,0,3.0,1,1.0,1,4,1,1.0,1,17695.0,8847.5,12.0,3.0,0,0
24.0,0,1,15.0,2,1,2,4.0,0,4.0,1,2.0,0,5,0,1.0,1,17694.0,8847.0,20.0,3.0,0,0
41.0,1,1,23.0,2,0,3,4.0,3,3.0,2,8.0,1,4,1,1.0,3,26623.0,8874.33,16.0,4.0,1,0
46.0,1,1,13.0,2,1,3,4.0,3,5.0,1,6.0,1,3,1,2.0,3,31923.0,10641.0,12.0,5.0,1,0
33.0,0,1,12.0,1,1,4,4.0,0,4.0,2,4.0,0,3,1,2.0,1,21396.0,5349.0,12.0,6.0,1,0
28.0,0,3,10.0,3,0,4,2.0,1,3.0,1,3.0,1,1,1,1.0,2,23325.0,5831.25,2.0,5.0,0,0
39.0,0,1,9.0,3,0,4,5.0,0,4.0,1,6.0,0,3,0,1.0,1,21146.0,5286.5,15.0,5.0,1,0
45.0,1,1,16.0,2,1,3,3.0,0,3.0,0,4.0,0,5,1,0.0,1,17654.0,5884.67,15.0,3.0,1,0
37.0,1,3,7.0,2,0,4,4.0,1,3.0,2,8.0,0,1,1,2.0,2,25493.0,6373.25,4.0,6.0,1,0
33.0,1,1,8.0,3,1,3,3.0,0,3.0,2,5.0,0,3,1,2.0,1,17496.0,5832.0,9.0,5.0,1,0
53.0,1,1,15.0,2,0,3,4.0,0,5.0,0,2.0,0,1,1,2.0,1,21628.0,7209.33,4.0,5.0,0,0
43.0,1,1,12.0,2,1,2,4.0,4,3.0,1,5.0,1,3,1,0.0,0,31627.0,15813.5,12.0,2.0,1,0
42.0,1,1,26.0,2,1,3,4.0,1,5.0,1,4.0,0,2,1,1.0,2,21750.0,7250.0,8.0,4.0,1,0
36.0,1,2,14.0,2,1,3,4.0,0,5.0,0,1.0,0,2,1,2.0,1,17342.0,5780.67,8.0,5.0,0,0
35.0,1,1,16.0,3,0,2,3.0,1,3.0,2,4.0,1,1,1,0.0,2,21142.0,10571.0,3.0,2.0,1,0
40.0,1,3,8.0,3,0,3,3.0,1,4.0,1,4.0,0,3,1,1.0,2,20677.0,6892.33,9.0,4.0,1,0
42.0,1,3,16.0,2,1,4,4.0,3,3.0,1,5.0,1,2,0,2.0,3,26867.0,6716.75,8.0,6.0,1,0
28.0,1,1,33.0,3,0,2,5.0,1,5.0,1,1.0,0,4,1,0.0,2,20208.0,10104.0,20.0,2.0,0,0
39.0,0,1,9.0,2,1,3,4.0,0,3.0,1,3.0,1,5,1,1.0,1,20380.0,6793.33,20.0,4.0,0,0
52.0,0,3,8.0,2,1,3,4.0,2,3.0,2,2.0,1,1,1,0.0,4,34068.0,11356.0,4.0,3.0,0,0
39.0,1,1,16.0,2,0,4,4.0,0,3.0,2,3.0,0,2,1,2.0,1,20966.0,5241.5,8.0,6.0,0,0
49.0,1,3,9.0,3,1,3,5.0,1,4.0,2,2.0,1,1,1,1.0,2,26576.0,8858.67,5.0,4.0,0,1
38.0,0,3,16.0,3,1,4,4.0,3,4.0,1,3.0,0,1,1,3.0,3,27512.0,6878.0,4.0,7.0,0,0
35.0,1,1,6.0,3,1,2,4.0,0,3.0,0,7.0,0,2,1,1.0,1,17258.0,8629.0,8.0,3.0,1,0
32.0,1,3,6.0,3,1,3,4.0,0,4.0,1,1.0,0,1,0,2.0,1,17269.0,5756.33,4.0,5.0,0,0
36.0,0,3,18.0,3,1,3,4.0,1,3.0,1,3.0,0,5,1,2.0,2,23646.0,7882.0,20.0,5.0,0,0
26.0,1,1,11.0,1,1,3,4.0,0,3.0,1,3.0,1,3,1,2.0,1,22369.0,7456.33,12.0,5.0,0,1
40.0,1,3,15.0,3,1,2,3.0,1,5.0,1,1.0,0,3,1,1.0,2,20473.0,10236.5,9.0,3.0,0,0
19.0,1,3,28.0,3,1,2,3.0,0,3.0,2,2.0,1,1,1,0.0,1,16675.0,8337.5,3.0,2.0,0,1
29.0,1,1,6.0,2,0,2,4.0,4,3.0,1,4.0,0,2,0,1.0,0,31124.0,15562.0,8.0,3.0,1,0
37.0,0,3,15.0,2,1,4,5.0,3,5.0,2,3.0,0,1,0,1.0,3,26265.0,6566.25,5.0,5.0,0,0
36.0,1,1,13.0,2,1,3,6.0,1,3.0,2,3.0,0,5,1,1.0,2,25324.0,8441.33,30.0,4.0,0,0
41.0,0,3,12.0,2,1,3,5.0,3,5.0,0,7.0,1,5,0,2.0,3,29153.0,9717.67,25.0,5.0,1,0
47.0,0,1,35.0,2,1,2,3.0,3,4.0,0,2.0,1,3,1,0.0,3,26849.0,13424.5,9.0,2.0,0,1
35.0,0,1,14.0,2,1,4,6.0,1,3.0,2,3.0,1,5,1,2.0,2,24752.0,6188.0,30.0,6.0,0,1
41.0,1,1,15.0,2,1,3,3.0,0,5.0,1,2.0,0,5,1,1.0,1,17289.0,5763.0,15.0,4.0,0,0
47.0,0,1,7.0,3,1,3,5.0,3,5.0,1,4.0,1,1,1,2.0,3,29351.0,9783.67,5.0,5.0,1,0
41.0,1,3,12.0,2,0,3,3.0,3,3.0,2,4.0,1,2,0,1.0,3,28591.0,9530.33,6.0,4.0,1,0
22.0,0,3,7.0,1,0,4,5.0,0,4.0,2,3.0,1,5,1,3.0,1,20852.0,5213.0,25.0,7.0,0,1
46.0,1,1,7.0,3,0,4,4.0,0,3.0,1,5.0,0,5,0,2.0,1,20948.0,5237.0,20.0,6.0,1,0
34.0,1,1,9.0,2,1,3,4.0,0,3.0,2,2.0,0,3,1,1.0,1,21178.0,7059.33,12.0,4.0,0,0
52.0,1,3,21.0,2,0,3,4.0,1,3.0,1,6.0,0,3,1,1.0,2,23614.0,7871.33,12.0,4.0,1,0
42.0,1,3,7.0,3,1,3,2.0,3,5.0,1,3.0,0,3,1,2.0,3,27070.0,9023.33,6.0,5.0,0,0
37.0,1,3,22.0,3,1,3,4.0,1,3.0,1,5.0,0,5,1,2.0,2,21334.0,7111.33,20.0,5.0,1,0
30.0,0,3,7.0,3,0,3,4.0,3,3.0,0,3.0,0,3,1,1.0,3,26596.0,8865.33,12.0,4.0,0,0
28.0,1,1,15.0,3,0,3,2.0,0,3.0,1,2.0,0,4,0,1.0,1,22195.0,7398.33,8.0,4.0,0,0
40.0,1,2,9.0,2,0,3,5.0,1,3.0,1,2.0,0,3,1,1.0,2,23882.0,7960.67,15.0,4.0,0,0
34.0,1,3,32.0,3,1,3,5.0,3,4.0,2,4.0,1,5,1,1.0,3,27058.0,9019.33,25.0,4.0,1,1
29.0,0,3,30.0,1,1,2,1.0,0,5.0,2,2.0,0,3,1,1.0,1,16091.0,8045.5,3.0,3.0,0,1
38.0,0,1,32.0,3,0,4,4.0,1,3.0,0,5.0,1,3,1,2.0,2,23127.0,5781.75,12.0,6.0,1,0
36.0,1,3,9.0,2,1,2,4.0,3,3.0,0,2.0,1,2,1,0.0,3,25325.0,12662.5,8.0,2.0,0,1
29.0,1,1,34.0,2,0,3,3.0,0,3.0,1,5.0,0,5,1,0.0,1,17514.0,5838.0,15.0,3.0,1,0
46.0,0,3,33.0,3,1,3,5.0,1,5.0,1,3.0,0,3,0,1.0,2,23063.0,7687.67,15.0,4.0,0,0
26.0,1,3,6.0,2,1,2,3.0,1,3.0,1,2.0,0,5,0,1.0,2,20296.0,10148.0,15.0,3.0,0,0
22.0,1,1,12.0,3,1,4,4.0,0,3.0,2,3.0,0,1,1,2.0,1,21795.0,5448.75,4.0,6.0,0,0
32.0,1,3,36.0,3,0,4,5.0,1,3.0,1,3.0,0,3,1,1.0,2,24146.0,6036.5,15.0,5.0,0,0
40.0,1,1,8.0,2,1,2,4.0,0,3.0,2,3.0,0,5,0,1.0,1,17809.0,8904.5,20.0,3.0,0,0
43.0,0,1,28.0,3,0,3,4.0,1,3.0,1,4.0,0,2,0,1.0,2,23943.0,7981.0,8.0,4.0,1,0
37.0,0,1,25.0,2,1,3,3.0,0,3.0,0,6.0,0,5,0,1.0,1,22366.0,7455.33,15.0,4.0,1,0
49.0,1,1,6.0,1,0,2,4.0,4,3.0,2,1.0,1,3,1,0.0,0,28964.0,14482.0,12.0,2.0,0,0
43.0,1,1,20.0,2,1,3,3.0,4,5.0,0,7.0,0,5,1,0.0,0,32159.0,10719.67,15.0,3.0,1,0
46.0,1,1,7.0,3,0,4,4.0,0,3.0,1,5.0,0,5,1,1.0,1,20948.0,5237.0,20.0,5.0,1,0
33.0,1,1,13.0,3,1,2,3.0,3,3.0,0,1.0,0,4,0,0.0,3,26691.0,13345.5,12.0,2.0,0,0
39.0,1,3,11.0,1,1,2,3.0,1,3.0,1,4.0,0,1,0,0.0,2,17086.0,8543.0,3.0,2.0,1,1
35.0,1,1,14.0,2,0,3,4.0,3,4.0,2,2.0,0,3,1,1.0,3,30672.0,10224.0,12.0,4.0,0,0
36.0,1,1,16.0,2,0,4,5.0,3,3.0,1,3.0,1,4,1,3.0,3,29363.0,7340.75,20.0,7.0,0,0
34.0,0,1,7.0,3,1,3,4.0,1,5.0,2,1.0,0,1,0,0.0,2,20343.0,6781.0,4.0,3.0,0,0
54.0,1,1,9.0,2,1,2,3.0,4,3.0,1,4.0,0,5,0,0.0,0,32779.0,16389.5,15.0,2.0,1,0
